created_at,entry_id,Temperature,Humidity,CO,Hydrogen
1/17/2019 7:50,509,29,44,1023,50
1/17/2019 7:50,510,29,44,1023,50
1/17/2019 7:51,511,29,43,1023,19
1/17/2019 7:51,512,29,43,1023,50
1/17/2019 7:51,513,29,43,1023,50
1/17/2019 7:52,514,29,43,1023,50
1/17/2019 7:52,515,29,44,1023,18
1/17/2019 7:52,516,28,44,1023,50
1/17/2019 7:53,517,28,44,1023,50
1/17/2019 7:53,518,28,44,1023,50
1/17/2019 7:53,519,29,44,1023,18
1/17/2019 7:54,520,29,44,1023,50
1/17/2019 7:54,521,29,44,1023,50
1/17/2019 7:54,522,29,44,1023,18
1/17/2019 7:54,523,29,44,1023,50
1/17/2019 7:55,524,29,44,1023,50
1/17/2019 7:55,525,29,44,1023,50
1/17/2019 7:55,526,29,44,1023,19
1/17/2019 7:56,527,29,44,1023,50
1/17/2019 7:56,528,29,44,1023,50
1/17/2019 7:56,529,29,44,1023,50
1/17/2019 7:57,530,29,44,1023,19
1/17/2019 7:57,531,29,44,1023,50
1/17/2019 7:57,532,29,44,1023,50
1/17/2019 7:58,533,29,44,1023,18
1/17/2019 7:58,534,29,44,1023,50
1/17/2019 7:58,535,29,44,1023,50
1/17/2019 7:59,536,29,44,1023,50
1/17/2019 7:59,537,29,44,1023,19
1/17/2019 7:59,538,29,44,1023,50
1/17/2019 8:00,539,29,44,1023,50
1/17/2019 8:00,540,29,44,1023,50
1/17/2019 8:00,541,29,44,1023,18
1/17/2019 8:01,542,29,44,1023,50
1/17/2019 8:01,543,29,44,1023,50
1/17/2019 8:01,544,29,44,1023,50
1/17/2019 8:01,545,29,44,1023,18
1/17/2019 8:02,546,29,44,1023,50
1/17/2019 8:02,547,29,44,1023,50
1/17/2019 8:02,548,29,44,1023,50
1/17/2019 8:03,549,29,44,1023,18
1/17/2019 8:03,550,29,44,1023,50
1/17/2019 8:03,551,29,44,1023,50
1/17/2019 8:04,552,29,44,1023,50
1/17/2019 8:04,553,29,44,1023,19
1/17/2019 8:04,554,29,43,1023,50
1/17/2019 8:05,555,29,43,1023,50
1/17/2019 8:05,556,29,43,1023,18
1/17/2019 8:05,557,29,43,1023,50
1/17/2019 8:06,558,29,43,1023,50
1/17/2019 8:06,559,29,43,1023,50
1/17/2019 8:06,560,29,43,1023,50
1/17/2019 8:07,561,29,43,1023,50
1/17/2019 8:07,562,29,43,1023,50
1/17/2019 8:07,563,29,43,1023,18
1/17/2019 8:08,564,29,43,1023,50
1/17/2019 8:08,565,29,43,1023,50
1/17/2019 8:08,566,29,44,1023,50
1/17/2019 8:08,567,29,44,1023,19
1/17/2019 8:09,568,29,44,1023,50
1/17/2019 8:09,569,29,43,1023,50
1/17/2019 8:09,570,29,43,1023,50
1/17/2019 8:10,571,29,43,1023,19
1/17/2019 8:10,572,29,43,1023,50
1/17/2019 8:10,573,29,44,1023,50
1/17/2019 8:11,574,29,44,1023,50
1/17/2019 8:11,575,29,44,1023,18
1/17/2019 8:11,576,29,44,1023,50
1/17/2019 8:12,577,29,44,1023,50
1/17/2019 8:12,578,29,44,1023,50
1/17/2019 8:12,579,29,44,1023,18
1/17/2019 8:13,580,29,44,1023,50
1/17/2019 8:13,581,29,43,1023,50
1/17/2019 8:13,582,29,43,1023,50
1/17/2019 8:14,583,29,43,1023,19
1/17/2019 8:14,584,29,43,1023,50
1/17/2019 8:14,585,29,43,1023,50
1/17/2019 8:15,586,29,43,1023,50
1/17/2019 8:15,587,29,43,1023,20
1/17/2019 8:15,588,29,43,1023,50
1/17/2019 8:15,589,29,43,1023,50
1/17/2019 8:16,590,29,43,1023,50
1/17/2019 8:16,591,29,43,1023,19
1/17/2019 8:16,592,29,44,1023,50
1/17/2019 8:17,593,29,44,1023,50
1/17/2019 8:17,594,29,44,1023,50
1/17/2019 8:17,595,29,44,1023,18
1/17/2019 8:18,596,29,44,1023,50
1/17/2019 8:18,597,29,44,1023,50
1/17/2019 8:18,598,29,44,1023,50
1/17/2019 8:19,599,29,44,1023,19
1/17/2019 8:19,600,29,43,1023,50
1/17/2019 8:19,601,29,43,1023,50
1/17/2019 8:20,602,29,43,1023,50
1/17/2019 8:20,603,29,43,1023,20
1/17/2019 8:20,604,29,43,1023,50
1/17/2019 8:21,605,29,43,1023,50
1/17/2019 8:21,606,29,43,1023,50
1/17/2019 8:21,607,29,43,1023,18
1/17/2019 8:21,608,29,43,1023,50
1/17/2019 8:22,609,29,43,1023,50
1/17/2019 8:22,610,29,43,1023,50
1/17/2019 8:22,611,29,43,1023,19
1/17/2019 8:23,612,29,43,1023,50
1/17/2019 8:23,613,29,43,1023,50
1/17/2019 8:23,614,29,43,1023,50
1/17/2019 8:24,615,29,43,1023,18
1/17/2019 8:24,616,29,43,1023,50
1/17/2019 8:24,617,29,43,1023,50
1/17/2019 8:25,618,29,43,1023,50
1/17/2019 8:25,619,29,43,1023,18
1/17/2019 8:25,620,29,43,1023,50
1/17/2019 8:26,621,29,43,1023,50
1/17/2019 8:26,622,29,43,1023,50
1/17/2019 8:26,623,29,43,1023,18
1/17/2019 8:26,624,29,43,1023,50
1/17/2019 8:27,625,29,43,1023,50
1/17/2019 8:27,626,29,43,1023,50
1/17/2019 8:27,627,29,43,1023,18
1/17/2019 8:28,628,29,43,1023,50
1/17/2019 8:28,629,29,43,1023,50
1/17/2019 8:28,630,29,43,1023,50
1/17/2019 8:29,631,29,43,1023,19
